"","city","state","city_size","mode","n","percent","moe","state_abb","state_region"
"358","East Moline city","Illinois","Small","Bike",0,0,0.3,"IL","North Central"
"359","East Orange city","New Jersey","Small","Bike",17,0.1,0.1,"NJ","Northeast"
"360","East Palo Alto city","California","Small","Bike",440,3.6,3.6,"CA","West"
"361","East Peoria city","Illinois","Small","Bike",0,0,0.3,"IL","North Central"
"362","East Point city","Georgia","Small","Bike",45,0.3,0.4,"GA","South"
"363","East Providence city","Rhode Island","Small","Bike",78,0.4,0.3,"RI","Northeast"
"364","East Ridge city","Tennessee","Small","Bike",3,0,0.1,"TN","South"
"365","East St. Louis city","Illinois","Small","Bike",48,0.6,0.5,"IL","North Central"
"366","Easton city","Pennsylvania","Small","Bike",25,0.2,0.2,"PA","Northeast"
"367","Eastpointe city","Michigan","Small","Bike",0,0,0.2,"MI","North Central"
"368","Eastvale city","California","Small","Bike",45,0.2,0.3,"CA","West"
"369","Eau Claire city","Wisconsin","Small","Bike",389,1.1,0.3,"WI","North Central"
"370","Eden Prairie city","Minnesota","Small","Bike",117,0.4,0.4,"MN","North Central"
"371","Edgewater city","Florida","Small","Bike",82,0.9,0.9,"FL","South"
"372","Edina city","Minnesota","Small","Bike",220,1,0.5,"MN","North Central"
"373","Edinburg city","Texas","Small","Bike",90,0.3,0.2,"TX","South"
"374","Edmond city","Oklahoma","Small","Bike",106,0.3,0.1,"OK","South"
"375","Edmonds city","Washington","Small","Bike",54,0.3,0.2,"WA","West"
"376","Edwardsville city","Illinois","Small","Bike",54,0.4,0.4,"IL","North Central"
"377","El Centro city","California","Small","Bike",54,0.4,0.4,"CA","West"
"378","El Cerrito city","California","Small","Bike",263,2.2,0.7,"CA","West"
"379","El Mirage city","Arizona","Small","Bike",23,0.2,0.2,"AZ","West"
"380","El Paso de Robles (Paso Robles) city","Ca","Small","Bike",71,0.5,0.4,NA,NA
"381","Elizabethtown city","Kentucky","Small","Bike",0,0,0.3,"KY","South"
"382","Elk Grove Village village","Illinois","Small","Bike",22,0.1,0.2,"IL","North Central"
"383","Elk River city","Minnesota","Small","Bike",26,0.2,0.2,"MN","North Central"
"384","Elkhart city","Indiana","Small","Bike",262,1.3,0.6,"IN","North Central"
"385","Elmhurst city","Illinois","Small","Bike",46,0.2,0.2,"IL","North Central"
"386","Elmira city","New York","Small","Bike",56,0.5,0.3,"NY","Northeast"
"387","Elmwood Park village","Illinois","Small","Bike",20,0.2,0.2,"IL","North Central"
"388","Elyria city","Ohio","Small","Bike",104,0.4,0.3,"OH","North Central"
"389","Emporia city","Kansas","Small","Bike",60,0.5,0.5,"KS","North Central"
"390","Encinitas city","California","Small","Bike",470,1.6,0.5,"CA","West"
"391","Englewood city","Colorado","Small","Bike",210,1.3,0.7,"CO","West"
"392","Englewood city","New Jersey","Small","Bike",35,0.3,0.3,"NJ","Northeast"
"393","Enid city","Oklahoma","Small","Bike",28,0.1,0.1,"OK","South"
"394","Enterprise city","Alabama","Small","Bike",13,0.1,0.1,"AL","South"
"395","Euclid city","Ohio","Small","Bike",14,0.1,0.1,"OH","North Central"
"396","Euless city","Texas","Small","Bike",83,0.3,0.3,"TX","South"
"397","Eureka city","California","Small","Bike",232,1.9,1,"CA","West"
"398","Evanston city","Illinois","Small","Bike",1073,3,0.5,"IL","North Central"
"399","Everett city","Massachusetts","Small","Bike",162,0.7,0.5,"MA","Northeast"
"400","Fair Lawn borough","New Jersey","Small","Bike",9,0.1,0.1,"NJ","Northeast"
"401","Fairbanks city","Alaska","Small","Bike",301,1.9,0.9,"AK","West"
"402","Fairborn city","Ohio","Small","Bike",81,0.5,0.5,"OH","North Central"
"403","Fairfax city","Virginia","Small","Bike",23,0.2,0.2,"VA","South"
"404","Fairfield city","Ohio","Small","Bike",0,0,0.1,"OH","North Central"
"405","Fall River city","Massachusetts","Small","Bike",90,0.3,0.2,"MA","Northeast"
"406","Faribault city","Minnesota","Small","Bike",12,0.1,0.2,"MN","North Central"
"407","Farmers Branch city","Texas","Small","Bike",18,0.1,0.2,"TX","South"
"408","Farmington city","Minnesota","Small","Bike",13,0.1,0.2,"MN","North Central"
"409","Farmington city","New Mexico","Small","Bike",91,0.5,0.5,"NM","West"
"410","Farmington city","Utah","Small","Bike",7,0.1,0.2,"UT","West"
"411","Farmington Hills city","Michigan","Small","Bike",82,0.2,0.2,"MI","North Central"
"412","Farragut town","Tennessee","Small","Bike",0,0,0.4,"TN","South"
"413","Fayetteville city","Arkansas","Small","Bike",213,0.6,0.3,"AR","South"
"414","Federal Way city","Washington","Small","Bike",49,0.1,0.1,"WA","West"
"415","Ferguson city","Missouri","Small","Bike",9,0.1,0.2,"MO","North Central"
"416","Ferndale city","Michigan","Small","Bike",62,0.6,0.5,"MI","North Central"
"417","Findlay city","Ohio","Small","Bike",155,0.8,0.5,"OH","North Central"
"418","Fishers town","Indiana","Small","Bike",49,0.1,0.1,"IN","North Central"
"419","Fitchburg city","Massachusetts","Small","Bike",11,0.1,0.1,"MA","Northeast"
"420","Fitchburg city","Wisconsin","Small","Bike",119,0.9,0.6,"WI","North Central"
"421","Flagstaff city","Arizona","Small","Bike",1713,4.9,0.8,"AZ","West"
"422","Florence city","Alabama","Small","Bike",39,0.2,0.3,"AL","South"
"423","Florence city","Kentucky","Small","Bike",28,0.2,0.2,"KY","South"
"424","Florence city","South Carolina","Small","Bike",94,0.6,0.4,"SC","South"
"425","Florence town","Arizona","Small","Bike",0,0,1.3,"AZ","West"
"426","Florissant city","Missouri","Small","Bike",31,0.1,0.1,"MO","North Central"
"427","Flower Mound town","Texas","Small","Bike",38,0.1,0.1,"TX","South"
"428","Folsom city","California","Small","Bike",240,0.8,0.4,"CA","West"
"429","Fond du Lac city","Wisconsin","Small","Bike",258,1.2,0.5,"WI","North Central"
"430","Forest Grove city","Oregon","Small","Bike",72,0.8,0.8,"OR","West"
"431","Fort Dodge city","Iowa","Small","Bike",69,0.6,0.7,"IA","North Central"
"432","Fort Lee borough","New Jersey","Small","Bike",5,0,0.1,"NJ","Northeast"
"433","Fort Myers city","Florida","Small","Bike",292,1.2,0.6,"FL","South"
"434","Fort Pierce city","Florida","Small","Bike",41,0.3,0.3,"FL","South"
"435","Fort Smith city","Arkansas","Small","Bike",26,0.1,0.1,"AR","South"
"436","Fort Walton Beach city","Florida","Small","Bike",77,0.8,0.6,"FL","South"
"437","Foster City city","California","Small","Bike",68,0.5,0.3,"CA","West"
"438","Fountain city","Colorado","Small","Bike",34,0.3,0.3,"CO","West"
"439","Fountain Hills town","Arizona","Small","Bike",8,0.1,0.2,"AZ","West"
"440","Fountain Valley city","California","Small","Bike",106,0.4,0.2,"CA","West"
"441","Frankfort city","Kentucky","Small","Bike",40,0.3,0.3,"KY","South"
"442","Franklin city","Indiana","Small","Bike",21,0.2,0.2,"IN","North Central"
"443","Franklin city","Tennessee","Small","Bike",45,0.1,0.2,"TN","South"
"444","Franklin city","Wisconsin","Small","Bike",0,0,0.1,"WI","North Central"
"445","Franklin Town city","Massachusetts","Small","Bike",44,0.3,0.4,"MA","Northeast"
"446","Frederick city","Maryland","Small","Bike",105,0.3,0.2,"MD","South"
"447","Fredericksburg city","Virginia","Small","Bike",86,0.7,0.5,"VA","South"
"448","Freeport city","Illinois","Small","Bike",106,1,0.7,"IL","North Central"
"449","Freeport village","New York","Small","Bike",170,0.8,0.6,"NY","Northeast"
"450","Fremont city","Nebraska","Small","Bike",80,0.6,0.6,"NE","North Central"
"451","Fridley city","Minnesota","Small","Bike",61,0.4,0.4,"MN","North Central"
"452","Friendswood city","Texas","Small","Bike",25,0.1,0.2,"TX","South"
"453","Gadsden city","Alabama","Small","Bike",8,0.1,0.1,"AL","South"
"454","Gahanna city","Ohio","Small","Bike",24,0.1,0.2,"OH","North Central"
"455","Gainesville city","Georgia","Small","Bike",11,0.1,0.1,"GA","South"
"456","Gaithersburg city","Maryland","Small","Bike",148,0.5,0.4,"MD","South"
"457","Galesburg city","Illinois","Small","Bike",89,0.7,0.5,"IL","North Central"
"458","Gallatin city","Tennessee","Small","Bike",0,0,0.3,"TN","South"
"459","Gallup city","New Mexico","Small","Bike",36,0.4,0.4,"NM","West"
"460","Galt city","California","Small","Bike",0,0,0.4,"CA","West"
"461","Galveston city","Texas","Small","Bike",586,2.7,0.7,"TX","South"
"462","Garden City city","Kansas","Small","Bike",131,1,0.6,"KS","North Central"
"463","Garden City city","Michigan","Small","Bike",44,0.4,0.3,"MI","North Central"
"464","Garden City village","New York","Small","Bike",13,0.1,0.2,"NY","Northeast"
"465","Gardena city","California","Small","Bike",80,0.3,0.3,"CA","West"
"466","Gardner city","Kansas","Small","Bike",0,0,0.3,"KS","North Central"
"467","Gardner city","Massachusetts","Small","Bike",37,0.4,0.4,"MA","Northeast"
"468","Garfield city","New Jersey","Small","Bike",95,0.6,0.5,"NJ","Northeast"
"469","Garfield Heights city","Ohio","Small","Bike",28,0.2,0.2,"OH","North Central"
"470","Garner town","North Carolina","Small","Bike",0,0,0.3,"NC","South"
"471","Gary city","Indiana","Small","Bike",59,0.2,0.2,"IN","North Central"
"472","Gastonia city","North Carolina","Small","Bike",18,0.1,0.1,"NC","South"
"473","Geneva city","Illinois","Small","Bike",26,0.3,0.3,"IL","North Central"
"474","Georgetown city","Kentucky","Small","Bike",0,0,0.2,"KY","South"
"475","Georgetown city","Texas","Small","Bike",19,0.1,0.1,"TX","South"
"476","Germantown city","Tennessee","Small","Bike",0,0,0.2,"TN","South"
"477","Gillette city","Wyoming","Small","Bike",30,0.2,0.3,"WY","West"
"478","Gilroy city","California","Small","Bike",190,0.9,0.5,"CA","West"
"479","Gladstone city","Missouri","Small","Bike",0,0,0.2,"MO","North Central"
"480","Glen Cove city","New York","Small","Bike",25,0.2,0.2,"NY","Northeast"
"481","Glen Ellyn village","Illinois","Small","Bike",35,0.3,0.3,"IL","North Central"
"482","Glendale Heights village","Illinois","Small","Bike",72,0.4,0.3,"IL","North Central"
"483","Glendora city","California","Small","Bike",90,0.4,0.2,"CA","West"
"484","Glenview village","Illinois","Small","Bike",44,0.2,0.2,"IL","North Central"
"485","Gloucester city","Massachusetts","Small","Bike",69,0.5,0.4,"MA","Northeast"
"486","Golden Valley city","Minnesota","Small","Bike",190,1.8,1.6,"MN","North Central"
"487","Goldsboro city","North Carolina","Small","Bike",79,0.6,0.3,"NC","South"
"488","Goleta city","California","Small","Bike",844,5.4,1.3,"CA","West"
"489","Goodyear city","Arizona","Small","Bike",16,0.1,0.1,"AZ","West"
"490","Goose Creek city","South Carolina","Small","Bike",61,0.3,0.2,"SC","South"
"491","Goshen city","Indiana","Small","Bike",260,1.9,1,"IN","North Central"
"492","Grand Forks city","North Dakota","Small","Bike",387,1.3,0.4,"ND","North Central"
"493","Grand Island city","Nebraska","Small","Bike",175,0.7,0.5,"NE","North Central"
"494","Grand Junction city","Colorado","Small","Bike",635,2.3,0.6,"CO","West"
"495","Grandview city","Missouri","Small","Bike",0,0,0.3,"MO","North Central"
"496","Granite City city","Illinois","Small","Bike",20,0.2,0.2,"IL","North Central"
"497","Grants Pass city","Oregon","Small","Bike",181,1.4,0.7,"OR","West"
"498","Grapevine city","Texas","Small","Bike",134,0.5,0.5,"TX","South"
"499","Grayslake village","Illinois","Small","Bike",31,0.3,0.3,"IL","North Central"
"500","Great Falls city","Montana","Small","Bike",272,1,0.4,"MT","West"
"501","Greeley city","Colorado","Small","Bike",725,1.8,0.5,"CO","West"
"502","Green city","Ohio","Small","Bike",0,0,0.2,"OH","North Central"
"503","Greenacres city","Florida","Small","Bike",142,0.8,0.7,"FL","South"
"504","Greenbelt city","Maryland","Small","Bike",24,0.2,0.2,"MD","South"
"505","Greenfield city","Indiana","Small","Bike",40,0.4,0.5,"IN","North Central"
"506","Greenfield city","Wisconsin","Small","Bike",55,0.3,0.3,"WI","North Central"
"507","Greenville city","Mississippi","Small","Bike",10,0.1,0.1,"MS","South"
"508","Greenville city","North Carolina","Small","Bike",181,0.4,0.2,"NC","South"
"509","Greenville city","South Carolina","Small","Bike",72,0.3,0.2,"SC","South"
"510","Greenville city","Texas","Small","Bike",0,0,0.4,"TX","South"
"511","Greenwood city","Indiana","Small","Bike",28,0.1,0.1,"IN","North Central"
"512","Greenwood city","South Carolina","Small","Bike",0,0,0.5,"SC","South"
"513","Greer city","South Carolina","Small","Bike",25,0.2,0.3,"SC","South"
"514","Griffin city","Georgia","Small","Bike",31,0.4,0.4,"GA","South"
"515","Grove City city","Ohio","Small","Bike",40,0.2,0.2,"OH","North Central"
"516","Gulfport city","Mississippi","Small","Bike",84,0.3,0.2,"MS","South"
"517","Gurnee village","Illinois","Small","Bike",79,0.5,0.4,"IL","North Central"
"518","Hackensack city","New Jersey","Small","Bike",96,0.4,0.4,"NJ","Northeast"
"519","Hagerstown city","Maryland","Small","Bike",46,0.3,0.2,"MD","South"
"520","Haines City city","Florida","Small","Bike",0,0,0.6,"FL","South"
"521","Hallandale Beach city","Florida","Small","Bike",305,1.9,1.2,"FL","South"
"522","Haltom City city","Texas","Small","Bike",45,0.2,0.2,"TX","South"
"523","Hamilton city","Ohio","Small","Bike",53,0.2,0.2,"OH","North Central"
"524","Hammond city","Indiana","Small","Bike",57,0.2,0.2,"IN","North Central"
"525","Hammond city","Louisiana","Small","Bike",184,2.2,1.2,"LA","South"
"526","Hamtramck city","Michigan","Small","Bike",11,0.2,0.3,"MI","North Central"
"527","Hanford city","California","Small","Bike",173,0.8,0.6,"CA","West"
"528","Hanover Park village","Illinois","Small","Bike",170,0.9,0.6,"IL","North Central"
"529","Harker Heights city","Texas","Small","Bike",20,0.2,0.3,"TX","South"
"530","Harlingen city","Texas","Small","Bike",135,0.6,0.4,"TX","South"
"531","Harrisburg city","Pennsylvania","Small","Bike",91,0.5,0.4,"PA","Northeast"
"532","Harrison village","New York","Small","Bike",50,0.4,0.5,"NY","Northeast"
"533","Harrisonburg city","Virginia","Small","Bike",341,1.7,0.8,"VA","South"
"534","Harvey city","Illinois","Small","Bike",0,0,0.4,"IL","North Central"
"535","Hastings city","Minnesota","Small","Bike",48,0.4,0.3,"MN","North Central"
"536","Hastings city","Nebraska","Small","Bike",39,0.3,0.3,"NE","North Central"
"537","Hattiesburg city","Mississippi","Small","Bike",245,1.2,0.5,"MS","South"
"538","Havelock city","North Carolina","Small","Bike",57,0.5,0.7,"NC","South"
"539","Haverhill city","Massachusetts","Small","Bike",35,0.1,0.1,"MA","Northeast"
"540","Hawthorne city","California","Small","Bike",330,0.9,0.4,"CA","West"
"541","Hays city","Kansas","Small","Bike",54,0.4,0.4,"KS","North Central"
"542","Hazelwood city","Missouri","Small","Bike",0,0,0.2,"MO","North Central"
"543","Hazleton city","Pennsylvania","Small","Bike",11,0.1,0.2,"PA","Northeast"
"544","Helena city","Montana","Small","Bike",488,3.3,1.1,"MT","West"
"545","Hemet city","California","Small","Bike",50,0.2,0.2,"CA","West"
"546","Hempstead village","New York","Small","Bike",255,1,0.9,"NY","Northeast"
"547","Henderson city","Kentucky","Small","Bike",22,0.2,0.2,"KY","South"
"548","Hendersonville city","Tennessee","Small","Bike",11,0,0.1,"TN","South"
"549","Hercules city","California","Small","Bike",38,0.3,0.4,"CA","West"
"550","Herndon town","Virginia","Small","Bike",7,0.1,0.1,"VA","South"
"551","Herriman city","Utah","Small","Bike",0,0,0.3,"UT","West"
"552","Hesperia city","California","Small","Bike",54,0.2,0.2,"CA","West"
"553","Hialeah Gardens city","Florida","Small","Bike",11,0.1,0.2,"FL","South"
"554","Hickory city","North Carolina","Small","Bike",23,0.1,0.2,"NC","South"
"555","Highland city","California","Small","Bike",22,0.1,0.1,"CA","West"
"556","Highland Park city","Illinois","Small","Bike",90,0.6,0.4,"IL","North Central"
"557","Highland town","Indiana","Small","Bike",10,0.1,0.1,"IN","North Central"
"558","Hilliard city","Ohio","Small","Bike",12,0.1,0.1,"OH","North Central"
"559","Hillsboro city","Oregon","Small","Bike",568,1.3,0.5,"OR","West"
"560","Hilton Head Island town","South Carolina","Small","Bike",377,2.3,0.8,"SC","South"
"561","Hinesville city","Georgia","Small","Bike",87,0.6,0.5,"GA","South"
"562","Hobart city","Indiana","Small","Bike",42,0.3,0.3,"IN","North Central"
"563","Hobbs city","New Mexico","Small","Bike",10,0.1,0.1,"NM","West"
"564","Hoboken city","New Jersey","Small","Bike",187,0.6,0.4,"NJ","Northeast"
"565","Hoffman Estates village","Illinois","Small","Bike",341,1.3,1.2,"IL","North Central"
"566","Holladay city","Utah","Small","Bike",7,0.1,0.1,"UT","West"
"567","Holland city","Michigan","Small","Bike",316,2.2,0.7,"MI","North Central"
"568","Hollister city","California","Small","Bike",183,1.2,1,"CA","West"
"569","Holly Springs town","North Carolina","Small","Bike",0,0,0.3,"NC","South"
"570","Holyoke city","Massachusetts","Small","Bike",59,0.4,0.3,"MA","Northeast"
"571","Homer Glen village","Illinois","Small","Bike",0,0,0.2,"IL","North Central"
"572","Homestead city","Florida","Small","Bike",162,0.6,0.4,"FL","South"
"573","Homewood city","Alabama","Small","Bike",68,0.5,0.5,"AL","South"
"574","Hoover city","Alabama","Small","Bike",0,0,0.1,"AL","South"
"575","Hopewell city","Virginia","Small","Bike",20,0.2,0.3,"VA","South"
"576","Hopkinsville city","Kentucky","Small","Bike",11,0.1,0.1,"KY","South"
"577","Horn Lake city","Mississippi","Small","Bike",0,0,0.3,"MS","South"
"578","Hot Springs city","Arkansas","Small","Bike",47,0.3,0.4,"AR","South"
"579","Houma city","Louisiana","Small","Bike",76,0.5,0.5,"LA","South"
"580","Huber Heights city","Ohio","Small","Bike",7,0,0.1,"OH","North Central"
"581","Hudson city","Ohio","Small","Bike",23,0.2,0.3,"OH","North Central"
"582","Huntersville town","North Carolina","Small","Bike",75,0.3,0.5,"NC","South"
"583","Huntington city","West Virginia","Small","Bike",207,1,0.4,"WV","South"
"584","Huntington Park city","California","Small","Bike",272,1.1,0.4,"CA","West"
"585","Huntley village","Illinois","Small","Bike",29,0.3,0.3,"IL","North Central"
"586","Huntsville city","Texas","Small","Bike",47,0.4,0.6,"TX","South"
"587","Hurst city","Texas","Small","Bike",52,0.3,0.4,"TX","South"
"588","Hutchinson city","Kansas","Small","Bike",58,0.3,0.2,"KS","North Central"
"589","Idaho Falls city","Idaho","Small","Bike",256,1,0.5,"ID","West"
"590","Imperial Beach city","California","Small","Bike",113,1,0.7,"CA","West"
"591","Independence city","Kentucky","Small","Bike",0,0,0.3,"KY","South"
"592","Indian Trail town","North Carolina","Small","Bike",14,0.1,0.1,"NC","South"
"593","Indio city","California","Small","Bike",133,0.5,0.3,"CA","West"
